step,alpha_single_bin_with_pos_enc,alpha_tricosine_with_pos_enc,rot-y_single-bin_with_pos_enc,rot-y_tricosine_with_pos_enc
0,0.594520092010498,0.5812962055206299,0.578562319278717,0.5643381476402283
1,0.6866222620010376,0.6704519391059875,0.6726404428482056,0.6709297895431519
2,0.7330087423324585,0.7126128077507019,0.7063813805580139,0.7059535980224609
3,0.7655607461929321,0.7442125082015991,0.7314053177833557,0.7357282042503357
4,0.7951003313064575,0.7746875286102295,0.75434809923172,0.7584616541862488
5,0.8222483992576599,0.8041201233863831,0.7756530046463013,0.7753872871398926
6,0.8483192920684814,0.8317814469337463,0.7997620701789856,0.7947630882263184
7,0.8728650808334351,0.8580296635627747,0.8230524659156799,0.8135369420051575
8,0.8945422172546387,0.8786358833312988,0.8501980304718018,0.8333835005760193
9,0.9098566174507141,0.8976778984069824,0.8734136819839478,0.8625519275665283
10,0.9258168935775757,0.9160689115524292,0.8954246044158936,0.8849015831947327
11,0.9374834299087524,0.9288121461868286,0.9114565253257751,0.9068101048469543
12,0.9467628598213196,0.9381974339485168,0.9257083535194397,0.9233622550964355
13,0.9541415572166443,0.944832444190979,0.9374004602432251,0.9366568326950073
14,0.9621220827102661,0.9545556306838989,0.9467008709907532,0.9440653324127197
15,0.9675904512405396,0.9575945138931274,0.9512587785720825,0.9537509083747864
16,0.9674627780914307,0.9626534581184387,0.9587306976318359,0.9578549265861511
17,0.9726799130439758,0.9658427238464355,0.9607037305831909,0.9629724621772766
18,0.9740092158317566,0.9700052738189697,0.9661380648612976,0.9664456844329834
19,0.9776430130004883,0.96933513879776,0.9679720401763916,0.9714204668998718
20,0.9782636761665344,0.9737837910652161,0.9679020643234253,0.9709157347679138
21,0.9805199503898621,0.9740196466445923,0.9715189933776855,0.9728427529335022
22,0.9820388555526733,0.9749903678894043,0.9771220684051514,0.9762648344039917
23,0.9829116463661194,0.9787973761558533,0.9764352440834045,0.9756916165351868
24,0.9836304783821106,0.9795798063278198,0.9770087003707886,0.977418065071106
25,0.9850677251815796,0.9821261167526245,0.9786850810050964,0.9792980551719666
26,0.9853734970092773,0.9806975722312927,0.9772676229476929,0.9809022545814514
27,0.9843741059303284,0.9804144501686096,0.9822180271148682,0.9797765016555786
28,0.9873206615447998,0.9821319580078125,0.9802819490432739,0.9828974008560181
29,0.9874776005744934,0.9833836555480957,0.9817686080932617,0.9816324710845947
30,0.9891169667243958,0.9828786849975586,0.982760488986969,0.9824846982955933
31,0.9874914884567261,0.9852295517921448,0.9837812781333923,0.9836288094520569
32,0.9875969886779785,0.9838963747024536,0.9843050241470337,0.9864684343338013
33,0.9896101951599121,0.9853461384773254,0.9858534932136536,0.9821246266365051
34,0.9902146458625793,0.9860212206840515,0.9865639209747314,0.9852688312530518
35,0.9868953227996826,0.9871643781661987,0.9852297306060791,0.9838857650756836
36,0.9902382493019104,0.9865403771400452,0.9863215088844299,0.9864641427993774
37,0.9907763600349426,0.9882979989051819,0.9859448671340942,0.9874187707901001
38,0.9915410280227661,0.9888387322425842,0.9885817766189575,0.9844378232955933
39,0.9905832409858704,0.9884156584739685,0.9883713126182556,0.9893008470535278
40,0.9895477294921875,0.98732990026474,0.9866493940353394,0.9881744980812073
41,0.9918081760406494,0.9895169138908386,0.9857646822929382,0.9840472936630249
42,0.992903470993042,0.988980770111084,0.987087070941925,0.9888944029808044
43,0.9916310906410217,0.9885234832763672,0.9878433346748352,0.9889480471611023
44,0.9951146245002747,0.9890069365501404,0.9897165894508362,0.9877849221229553
45,0.9960044622421265,0.9887969493865967,0.9922882914543152,0.9896029233932495
46,0.9900937080383301,0.9881673455238342,0.9873560070991516,0.9898720383644104
47,0.9969373345375061,0.9907839894294739,0.990056574344635,0.988538384437561
48,0.9944155216217041,0.9908928871154785,0.988756000995636,0.9906390309333801
49,0.9947659969329834,0.9899441003799438,0.9904575347900391,0.9918305277824402
50,0.9969525933265686,0.992326557636261,0.9897991418838501,0.9885190725326538
51,0.991642415523529,0.9878069758415222,0.9894761443138123,0.9875905513763428
52,0.9964138865470886,0.9916881918907166,0.9892042279243469,0.9926282167434692
53,0.9965524673461914,0.9912188053131104,0.9905808568000793,0.9898242354393005
54,0.9961724877357483,0.9905164837837219,0.9923512935638428,0.9884318709373474
55,0.9961625337600708,0.9912165403366089,0.9906400442123413,0.9909005165100098
56,0.9944280385971069,0.9914517402648926,0.9902552962303162,0.991018533706665
57,0.9972178339958191,0.9940371513366699,0.990602970123291,0.9927344918251038
58,0.9960591197013855,0.9928581714630127,0.9927014708518982,0.991298496723175
59,0.9965131878852844,0.9905242919921875,0.9925428628921509,0.9907236695289612
60,0.9935712814331055,0.9936346411705017,0.9905539155006409,0.9900200963020325
61,0.9908036589622498,0.9909358024597168,0.9937567114830017,0.9921558499336243
62,0.9948322176933289,0.9922981858253479,0.9906941652297974,0.9919317364692688
63,0.9958881139755249,0.9925190210342407,0.9923384189605713,0.9913740754127502
64,0.994873046875,0.992871880531311,0.9923774003982544,0.9921577572822571
65,0.9925866723060608,0.9951845407485962,0.990220308303833,0.9930689930915833
66,0.9938157200813293,0.9956828355789185,0.9925167560577393,0.9920473098754883
67,0.9964386820793152,0.994701623916626,0.9936182498931885,0.9904957413673401
68,0.9972318410873413,0.9926530718803406,0.9926506280899048,0.9932591319084167
69,0.9942819476127625,0.9930112361907959,0.9922335147857666,0.9923042058944702
70,0.9945642352104187,0.9953629970550537,0.9927130937576294,0.9922425746917725
71,0.9949414730072021,0.9939496517181396,0.993462324142456,0.9927208423614502
72,0.9945819973945618,0.9939987659454346,0.9937232732772827,0.9943602085113525
73,0.994670033454895,0.9943723678588867,0.9933462142944336,0.9944150447845459
74,0.9964061379432678,0.993842363357544,0.9939465522766113,0.9930054545402527
75,0.9978489279747009,0.993255615234375,0.9939326047897339,0.9929277896881104
76,0.9960975646972656,0.9967849850654602,0.9928961396217346,0.9923703074455261
77,0.9942149519920349,0.9936621785163879,0.9954770803451538,0.9932981133460999
78,0.9974803328514099,0.9937878847122192,0.9925365447998047,0.9943989515304565
79,0.9972150325775146,0.9951584935188293,0.9936106204986572,0.9934069514274597
80,0.9971128106117249,0.9961954355239868,0.9929709434509277,0.9930168986320496
81,0.9945204854011536,0.9954344034194946,0.993131160736084,0.9926537871360779
82,0.9969651699066162,0.9972048401832581,0.9936569929122925,0.9930289387702942
83,0.9973294138908386,0.9962927103042603,0.9947890043258667,0.9942295551300049
84,0.9980759620666504,0.9942811131477356,0.9956550002098083,0.9941347241401672
85,0.9985103011131287,0.9962303042411804,0.9928181171417236,0.9934777617454529
86,0.9985984563827515,0.9968014359474182,0.9935303330421448,0.993668794631958
87,0.9933947920799255,0.9948385953903198,0.9947494268417358,0.9924110174179077
88,0.9949155449867249,0.9960098266601562,0.9937259554862976,0.9943181872367859
89,0.9946882128715515,0.9957874417304993,0.9947825074195862,0.9942585229873657
90,0.9970710277557373,0.9934894442558289,0.9954551458358765,0.9946728348731995
91,0.9976880550384521,0.9945621490478516,0.9933540225028992,0.9941824674606323
92,0.9967808127403259,0.9966754913330078,0.9952846765518188,0.9939305186271667
93,0.996960461139679,0.9945319890975952,0.9957154393196106,0.993074893951416
94,0.9979451894760132,0.995581865310669,0.9933620691299438,0.9955658912658691
95,0.9978853464126587,0.9964243769645691,0.9953249096870422,0.9940882325172424
96,0.9969691634178162,0.9958986043930054,0.9957852363586426,0.9938436150550842
97,0.9964873790740967,0.993537187576294,0.9944973587989807,0.9942142367362976
98,0.9938084483146667,0.9969416260719299,0.9952474236488342,0.9943042993545532
99,0.9981346726417542,0.9965941309928894,0.9952318668365479,0.9938482642173767
